67.2076873779,7.9618139267,1
70.3065795898,8.0451049805,2
71.1358947754,8.4072532654,3
73.0699234009,5.0195951462,4
70.1886367798,3.5686273575,5
66.6925735474,3.4616472721,6
63.9274978638,3.2653238773,7
62.9195556641,3.3345208168,8
61.3583602905,0.9483537078,9
65.2011566162,-0.9167936444,10
67.8092803955,-0.935703516,11
70.4561462402,-1.0269942284,12
71.6520385742,-0.9706529379,13
73.4662399292,2.0149834156,14
71.7076721191,3.63088274,15
69.8002929688,3.5488965511,16
67.1333694458,3.4480755329,17
64.227394104,3.5115334988,18
58.1608772278,3.4938943386,19
55.3604621887,3.0251293182,20
51.7055854797,2.8158125877,21
48.7458076477,2.5615308285,22
46.3513755798,2.5488471985,23
43.1199913025,2.5932228565,24
40.1564865112,2.2054042816,25
36.9905166626,2.1385629177,26
33.9743728638,2.0201530457,27
30.8719120026,1.719645381,28
29.900346756,1.5839722157,29
28.415145874,1.4224234819,30
25.2399501801,1.2765921354,31
24.1381492615,1.1399798393,32
22.4330101013,-0.9888877869,33
26.0840358734,-3.0898706913,34
29.0764141083,-2.9057810307,35
32.1354408264,-2.5337557793,36
34.9872398376,-2.4746508598,37
37.9569854736,-2.5049519539,38
40.9364318848,-2.4701654911,39
44.4476699829,-2.0247189999,40
47.179901123,-1.9302965403,41
49.940486908,-1.8516286612,42
53.1140708923,-1.4852706194,43
55.9200057983,-1.4656289816,44
56.6159820557,-1.4645702839,45
58.4032440186,-3.8443722725,46
57.0829048157,-5.9302315712,47
55.3687095642,-5.9719891548,48
52.3411865234,-6.4443020821,49
49.4041137695,-6.3669223785,50
46.6464805603,-6.6566915512,51
43.5012817383,-6.9186458588,52
40.5101509094,-6.903813839,53
37.1617698669,-6.8305134773,54
34.2498207092,-6.9032921791,55
31.3639545441,-7.2565970421,56
28.435092926,-7.3099746704,57
25.4772949219,-7.6798300743,58
22.9840431213,-7.706073761,59
19.9034080505,-7.6352729797,60
16.7997093201,-7.7611393929,61
13.7567043304,-8.0831518173,62
11.1031351089,-8.318980217,63
7.8521146774,-8.504532814,64
